text,rating,review_length,sentiment
"1. While a great idea to make the cover self-standing, it's annoying that it's floppy when not in use.2. I bought the cover because my first Kindle didn't have a cover and often got left on, wearing down the battery. My second Kindle cover had the convenient feature of automatically opening and closing the device. So I wanted that feature on my third Kindle. Even though I think it's over priced, I like the convenience.3. My other cover was black, which often got lost on dark surfaces. This time I got the denim blue, so it's much easier to find from a distance.",2,103,Negative
It's a nice item but really there's other things that do the same thing. So we actually returned it.,5,19,Positive
"I'm a huge fan of the Echo family. I have two Echo's, three Dots and one Tap. No they aren't essential to my life but I love playing music, listening to the news and controlling the Philips Hue smart lights throughout my home. It was a large investment that most of the population won't make - with that being said I am not a huge fan of the way the hockey puck Dots look like. Glossy plastic looks a little cheap to me although it has no effect on the performance of them. Having the Dot cover is a great option and it looks fantastic.Some reviewers say they look cheap or fit too loose - I'm not sure why people are moving their Dots. Since Dots are made to be stationary, have a loose fitting cover isn't an issue. To me, it fits perfectly. They also aren't made of real fabric, but the important part is that it does look like the fabric in the picture. Not being fabric is a better option considering plastic is much more durable than material and will hold its color better if your Dot happens to get sunlight.I bought three covers - Blue, Grey and White. They all look good but the grey is my favorite as it doesn't attract more attention than it needs to. With that being said, I like all three colors.Edit 07/11/2017 - These covers hold up well over time. Mine haven't collected dust or faded. I've kept them on for over half a year and not a single issue (not that I'd expect any besides possible fading).",5,268,Positive
Has good sound for little speaker & good for getting information with out getting up.,5,15,Positive
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
We use this speaker all the time. It's perfect. I would buy this time and time again.,5,17,Positive
Nice portable speaker but wish the sound quality was better.,3,10,Neutral
"These remotes are terrible and basically disposable. I'm now on my third remote and have yet to own one that has lasted longer than five months. My family is not rough on them, either. But as the touch pad gets the slightest bit dirty from daily handling, the remote starts getting glitchy and then stops working. And gently cleaning them doesn't seem to help. Terrible design from Amazon.",1,68,Negative
"Overall for an Alexa product it does the same thing as all the other ones. This one is specifically portable and only needs to be put on the base for charging. The one main issue is that it is not voice activated (meaning it does not listen to you unless you press any of the buttons on top or the mic button in front. By having this feature, I could see it causing excess battery usage. Needs to be able to apps better.",3,83,Neutral
"This product, while the speaker is great, fails to deliver with a voice interface. Use your cell phone or computer and buy an Echo Dot.",3,25,Neutral
"I am not pleased, every movie I select is a pay for view. It's a good thing Netflix on it. Every movie that is a pay for view can be found on Netflix. I don't need this device, Netflix is available on Cable one.",2,44,Negative
"My remote went out just a couple weeks after we received the Fire Stick.Put new batteries in it and it worked another couple weeks. Then, I didn't have time to get to it until the return time was out. I tried batteries again, cleaning the ports, and everything I could think of. Because I can't get the cheap remote working, this Fire Stick is STUCK on the television on which is was originally installed.... until I pay for a new remote. Amazon, you can do better than this. I see that there are many, many posts of people like me whose remotes just don't work. A phone app is nice, but shouldn't HAVE to be the only answer besides another remote that costs 30 of the original whole product.",2,129,Negative
very overpriced!,2,2,Negative
I have had some problems with it. I bought to replace the original cover that was chewed by my dog. I have had to restart my Kindle to get it to hold a charge which helped but the charge does not last as long as it did with my original cover.,3,51,Neutral
"I should have done some research before buying the Tap. I would have rather had the upgraded version that is voice activated. Also, I thought it would be more like Siri where you can ask anything. Alexa's answer to most questions is, ""I don't understand the question."" The Bluetooth speaker works fine.",2,52,Negative
"The whole family is using it. Music, Bluetooth speaker, questions, game times, sports scores. Love the portability.",5,17,Positive
"Thoughts of being able to have the Echo ""grow"" as I added to the list of tasks, excited me. Including the latest app, having it to recognize my smartphone's contact list to place and to receive calls. However, the Echo I purchased does not link up to my Samsung smartphone. Disappointed is a understatement.",4,54,Positive
This is a great piece of hardware...I love it. really good all around..,5,13,Positive
It is great to take my Tap on the road. Easy to use and sounds great.,5,16,Positive
"I'll preface this by saying that I own an iPad, and was not expecting a 99 tablet to perform at anywhere near that level. I have followed the early reviews closely, and after seeing enough satisfied customers, I figured I'd give the Kindle Fire HD 6 a try. I chose the base 8 GB with special offers and my plan was to use it as a secondary e-reader and a secondary or even tertiary vehicle for internet access. What I've found is a powerful little tablet, so far completely free of the bugs and laggy speeds mentioned in the early reviews. In fact, performance has so exceeded expectations that I consider this perhaps the year's best purchase.First off the look is nice. It's sleek, (I ordered the black model) and though actually quite a bit heavier than I'd imagined, it's not heavy enough to be considered a negative. The display is fantastic, and its quality was the first big surprise. The touch screen performs incredibly well, and to this point, I have experienced immediate response. To the point where I have to say touch response so far is indistinguishable from my iPad. Based on early reviews, this was not the case, so I have been quite pleasantly surprised. The Fire is very user friendly and easy to intuit. For those who do not feel confident with navigation of a new device, there is an immediate onscreen tutorial (with an option to skip) to guide you.I first checked out the e-reader function. My books loaded immediately and easily from the cloud and I really like the functionality of the reader.Read more",5,270,Positive
"If you read my Fire TV review you know that I am tough on Amazon when it comes to their own items. It needs to deliver quality for the price point to earn stars from me. Please take the time to read my entire review and feel free to ask questions. I will do my best to respond to them as I can and update the review to reflect those answers and other things I discover along the way.First my background. I own many Amazon Kindles (bw, Fire gen2, Fire gen3) as well as Apple Ipad (gen 4), Samsung Note 3 and have an LG G2 smartphone (had a Samsung S4 before that), notebooks, chromebooks, etc. I have also used many other products including the Fire HDX line. I have a solid computer background as well but honestly I am more of a casual user when it comes to tablets like this one.Amazon has changed many things over the life of the Fire product line. Adding and removing features (like cameras--the first generation had one but the second generation removed them but not they are back).They are all useful devices but each one has its own niche so to speak so make sure whatever you get has the features that are important to you.Now to this model. This is like a big smartphone--which is a big difference from past kindles. It is more compact, lighter and yet still very usable. In fact for me, the shrinking of size increases the usefulness. I find that I use my smartphone way more than my tablets--even the smaller Fire HD and Samsung Note tablets so I am expecting this to replace more of that on the couch usage which is great since it so much less expensive than most smartphones. That means you can feel less bad about scratches that might occur or the accidental drops. (I am guilty of both.Read more",5,319,Positive
I have the Echo and I just love it... I bought the Tap for my daughter for Christmas so she does not know she has it yet.,5,27,Positive
My wife uses the Tap mostly to listen to music. She loves the fact that she can take it into aNY room of the house. No more having to turn up the sound to hear I'm different parts of the house.,5,41,Positive
"I am updating my review from two months ago.. My initial review for the sling cover was based on first impressions after just receiving it. Today I have been using the Tap and sling daily for over the last two months and I felt like I needed to modify my review. I originally did not recommend this product, but after living with it, and growing to like it, I am changing my recommendation.The truth is, the base and top feel more protected than the appearance would have you believe. I have dropped it a couple times and it was protected by the sling. I think the rubber absorbs most of the force of the fall. Also, it has been sat into a puddle and the bottom is protected by the rubber sling.I initially was upset by the sling preventing me from charging on the charging dock, but it isn't as big of a problem as I thought it would be. I just pull off the bottom of the sling and charge it (leaving the top of the sling on). easy off and easy back on after.My only real lingering complaint would be the price. 20 for essentially a thin piece of rubber wrapping the top and bottom still seems a little excessive. I am increasing my stars by one. Really the price is the only thing keeping this from a 5 star for me. I have come to really like the sling. I have also bought a cheap pouch to throw it into while transporting it. That has eased my concerns about keeping it clean/safe while throwing it into a work bag.My original is below. Overall, I would (and have) recommended the sling to protect the Tap.Received the Tap and the Sling cover in the last 24 hours.Read more",4,299,Positive
Good case!!,5,2,Positive
"As with other recent Fire covers by Amazon, the cover has a snap-in plastic shell that holds the Fire securely and will not let it fall out. (I've used plastic shells similar to this for years with my Kindles and Kindle Fires, and none of them has ever slipped out.)Another feature that I look for is Auto Wake/Sleep, which automatically wakes the tablet when you open the cover and puts it to sleep when the cover is closed. It's a very useful feature that helps to extend battery life, since you don't have to remember to hit the power switch when you close the cover. It's also a huge convenience feature.Other comments:* All of the Fire's ports and controls are on top of the Fire, which is open on the case. The speakers are covered, but when the case is opened, they're uncovered. Note that the cover does block the micro SD card port on the side.* The microfiber inside of the top cover helps prevent scratches to the display screen.* The front cover can be folded to act as a viewing stand. It's a nice feature, especially for watching videos.* With the cover folded back on itself, the rear camera is blocked. To use the camera, you'll have to keep the cover open. But honestly, how often are you going to use the Fire's rear camera, which at 2 MP is pretty lame.",5,234,Positive
"I bring it when hanging out outside, exercising, doing housework anywhere my echo won't hear me",5,16,Positive
Amazing unit Easy to set up just remember to also purchases an hdmi to hdmi cord that does not come with the Amazon fire tv or you will have to wait to get started. This makes my tv look more crisp and clear than it ever has. Easy to use. Absolutely love it,5,53,Positive
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
Could not get it to work properly. I put the app on my phone and my computer. I reached out for help. They responded and it still didn't work. I finally got frustrated and returned it.,1,36,Negative
"It has sleep timer capability alarm I use it at work, or use it at home while I'm in the shower and I'll bring it to Friends houses and we use Alexa to gain information or just have fun. quality a 9 its loud too.",5,45,Positive
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
I have a few top end Bluetooth speakers and this Amazon tap rates right up with them in sound and built quality plus it has alexa built in,5,28,Positive
"I do find this better than the cheaper version I bought initially at Staples. It charges faster but not as fast as the Kindle charger that I had used for a couple years before it finally gave out. Also, it is not possible to charge and still use your Kindle, something I was able to do with the previous charger, a feature I really miss. Still, better than the alternative.",3,70,Neutral
Worked great for a few weeks then completely stopped working. Don't have the box now so can't return it.,1,19,Negative
"This is a great controller for our Fire TV, I purchased 2 of them, with two problems but let me first talk about the good. The controller works well for most of the games we play on the Fire TV. It has a long range compared to other controllers Ive tried (solid at 30 feet) and uses WiFi Direct instead of Bluetooth. The feel of it is decent (not too rubbery) and none of the buttons, D-Pad, or sticks have stuck or given us a problem. The microphone on it works as good or better than the one on the Fire TV remote.Now on to the problems. Its such an issue that Im not just putting it in the cons section but am going to tell you a bit about it. The worst problem is the battery life! In fact, its such a huge problem that Im taking off 2 stars because of it. This controller eats batteries like nobodys business. I have tried regular AA batteries (both Duracell and Energizer), expensive AA batteries (both Duracell and Energizer), and rechargeable AA batteries (Ive tried Energizer, Apple, AmazonBasics). The controller doesnt drain the batteries completely, nope. That I would understand. Instead, the controller stops working after only a 40 drain. I kid you not. Every set of batteries I have put into this thing has stopped working when there is still 60 battery life left. I have tested each set, before and after, using a generic battery tester as well as an ohm meter.The second problem may not be the controller itself, it may be the Fire TV, but its affecting the controller. The controller randomly disconnects. Not often enough for it to be a huge issue but just enough for it to be annoying. I have seen reports of others having the same problem with the controller and the remote. Im hoping that this issue will be fixed with a firmware update.Read more",2,323,Negative
"This was a complete waste of 24. I read reviews and thought the product was better than a thin piece of sticky plastic. Lasted about one week. And my husband is not a frequent user of his cellphone, either. So for someone who carries cell with them and uses daily will probably last a day or so.",1,57,Negative
"Updated 12/8/2014One year in...This review is for the the no-ad 64 GB wifi-only HDX 8.9.I use a Galaxy S5 Android smartphone so the HDX is for media / web surfing / offline viewing for travel. Since I had already been using Amazon Prime and Prime Music it was a no brainer for me to use the HDX to fill the role of media / web surfing on a tablet.Be informed about the download limitations to this device. Amazon has been adding clarification to this which should help would-be purchasers make a more informed opinion. This wasn't as obvious as it should have been when I ordered mine so they're listening which is good.Be aware that their most popular Prime content *may* not be available to download (and save) to your HDX. You can save certain videos to your HDX but you won't know which ones until you buy an HDX and try it out. *** Edited 12/21/2013 You can now see a list of Prime movies and shows that can be downloaded to the device. That's an improvement and more clearly shows the available downloadable Prime content. +1 for Amazon. ***I was also under the assumption that you could download as many videos as you'd like with the limiting factor being the memory capacity of the HDX. Also NOT the case. So again, I bought the larger capacity HDX under this assumption. That was dumb on my part as it turns out because you're not limited by storage capacity. You're limited the NUMBER of downloads you can have on your device. Kids' content can be really short so you may find yourself running into that limitation, but most people never will.Read more",3,282,Neutral
Lets me choose the type of music I love. Can even go to the beach with me using my sling.,5,20,Positive
"I'm thinking this must of been a fluke, it never worked. Had to return item but received full refund",2,19,Negative
Love the speaker and the assistance of Alexa. Was trying to choose between this and a regular Bluetooth speaker and this was a better choice for my needs.,5,28,Positive
Like a previous reviewer mentioned it is fabric over hard plastic it is not a snug or tight fit. Good quality though.,3,22,Neutral
"As good as the Echo is, the Echo Voice Remote seems to leave much to be desired. Whereas the Echo Dot recognizes my voice immediately and correctly interprets my commands consistently, the Voice Remote is far less likely to do so. Sometimes I'm not even heard at all. I often have to repeat commands several times before the Echo responds to me. Plus the volume control on the remote is slow to respond. And I don't mean a millisecond slow. The volume won't change for several seconds after the button is pushed.Yes, this is the New Generation Voice Remote.Aha! You say. You must be too far away from the Echo Dot.Granted, I am on the other side of the house when I use the Voice Remote. However, that doesn't explain why the shuffle button works immediately and correctly--every time. Plus doesn't Amazon brag on the device's great range If it was a distance problem, wouldn't the shuffle button have the same connectivity issue No, either I have a bad remote or the Voice Remote doesn't work as effectively and effortlessly as the Echo Dot itself. That's too bad.*** UPDATE ***I discovered that there is a trick to being understood when you use the Voice Remote, but it also comes with a gotcha. When you press down and hold the Talk Button on the Voice Remote, it's the equivalent of using the wake word on the Echo itself (Alexa, for example.) Since you can't see the LEDs on the Echo respond to the wake word, the Echo makes a tone to let you know that it's listening. There is a second a different acknowledgement tone after you release the Talk button. The Echo now knows that you have finished with your command or question.Read more",2,294,Negative
"(The volume does not work with the iPhones. Please, if you have an iPhone, do your research before buying them, e.g. first line of product description. These work WELL for androids)I wanted to give these headphones a try, so I preordered them at the end of June. They finally came today and I got to try them out.FEEL: They feel like the Apple EarPods headphones when its in your ear. For me, it's very comfortable. I haven't had a chance to keep them in all day, but I've had them in for 30 minutes to an hour at a time.AUDIO: I'm not a complete audiophile, but I do like the occasional nice set of headphones. If you're thinking these are a nice set of headphones, then don't even think about ordering.I guess I would say they're pretty similar in sound to the EarPods, but I would definitely give these a step up from the apple headphones. Hands down.One thing I did love about the EarPods, was that I could still hear everything around me while I had both headphones in. These are the same way. Some may not like it, but I think it's perfect for use around the house, at work, or even for working out. I like for the fact I can still hear things going around me. If the ambient noise is too loud, just turn up the volume.I do want to say, that so far, they seem to have good lows and mids. It's pretty crisp in sound. The bass isn't too bad either. It's not like a Skullcandy set of headphones, but the bass IS there (honestly better than I would have expected for these headphones)LOOKS: I love the black look. Tangle free cord is very nice to have, and I also found it interesting how the section above the controls are the regular thin cables to make it lighter when dangling.Read more",5,318,Positive
"I am thoroughly impressed with my Echo Dot and this case takes it to the next level by appearing as a much higher end product vs. a nerdy plastic computer sitting on your kitchen countertop. The construction is solid and it is slightly lifted to still allow audio access from the bottom of the Echo. This case/cover will give your Echo the needed extra touch allowing it to blend in, but still offer the great functionality of Alexa.",5,78,Positive
"I would have rated this higher (4 stars) but I am taking off 2 stars for not having an 'off' or a 'sleep mode' button. It is supposed to go to sleep after 30 minutes but mine has not gone to sleep much since plugging it in a few days ago. So far it is only a slight improvement over my LG blu-ray players which allows me to watch amazon videos. I only see a few Interesting games so I will continue using my Xbox and my Kindle tablets until more games are available. For the price, I could have waited.",2,101,Negative
"Without an on / off button, I have found that the controller comes on (the light comes on showing it's connected to the FireTV) even when not in use. I am assuming this is why the batteries were draining so quick. Now, I put the remote into a 2nd room when I am not using it and the batteries last a normal lifespan. The light never turns on know when the remote is in the other room.",3,77,Neutral
"I bought these for a couple of reasons.First, I wanted an earbud that was NOT designed as noise cancelling. I hate having to shove headphones into my brain to use them. Apparently, a lot of people are under the assumption that these are supposed to be noise cancelling or something which they are not. They are simple earbuds. I hate not being able to hear what is going on around me and don't feel safe in public using headphones that block everything else out. These are designed just like the old style earbuds that you stick in your ears but they are more comfortable. Maybe I have small ears or something but they could never fall out or dislodge from my ears. They don't cancel the outside noise but they sit in my ears exactly as they are supposed to so the sound travels right into my ears.Second, I really like the magnets and tangle free aspects of the headphones. I use headphones while I work and the magnets allow me to hang the headphones easily when I am finished with them. The flat cord and magnets also mean the headphones never really tangle when you put them in a bag or wherever. Awesome design.Finally, the sound I get out of these seems pretty average. I would compare them to the stock Apple iPhone earbuds or a set of Sony earbuds. Nothing special. They are only 25 and a lot of that is the fact these were just released and that you are paying for the design as far as magnets in the ear buds and the nice flat cable. Don't expect them to perform like 100 headphones because they aren't designed to perform like that. They are just a nice simple set of earbuds that will sound good to most people. The magnets and tangle free cord are awesome and they are really quite comfortable.Read more",5,317,Positive
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
Changes the whole look of the Echo ... after i purchased i think i should have gone with the tan leather. But blue is my favorite color and it adds a bit of a pop to a mundane looking black disk! The texture is also really nice feel and look to it!,5,52,Positive
"I was really excited for this speaker. Got it all hooked up to my echo and was ready to go. Then I listened to the music. It has no bass. If you want something the has a good range of sound, this isn't it. It is focused on treble only. No low end. I ended up getting the JBL Charge 3. Love it",3,63,Neutral
I love its portability! The speakers are phenomenal!,5,8,Positive
"The more I use this, the more reasons I enjoy it. The staff were great and helped me set it up.",4,21,Positive
Great product with a ton of features. Add the Echo Dot to get even more out of it,5,18,Positive
"Edit 6/15/17 After three months of use, I still don't love it. It works well, no complaints, but it marks up easily and the sides began flaking off. My original black cover had shown signs of wear due to repeatedly falling asleep with it folded back. I was much more careful with the merlot, and it showed more signs after a shorter period of time. And the flaky thing along the sides looks and feels just cheap. And for 90, I would expect real leather. So I switched back to my original black cover and I'm just letting it age with the device. I guess the plus side is that the merlot made me like the black cover more, but the downside is it cost 90 to do so. Ridiculous.As stated in the title, I love my Oasis. I've had it for about six months and, with the exception of the defective first one I received which was promptly replaced, I haven't had a problem out of it. I had gotten the black cover because black is my default choice, always. However, a couple of months ago I had gotten a screen protector and skin for the Oasis, and I just wasn't feeling the black cover anymore. I had considered the merlot (I think the walnut would feel nicer to the touch, but I despise brown leather) so I gave in after much consideration and ordered it. It didn't arrive with the bundle of things that it was supposedly shipped with, but after a quick call to customer service I had a new tracking number. It finally arrived today. I am disappointed to say that I don't love it. It smells funny, as I done remember my original doing. The color is duller than in the picture. Maybe my expectations had overblown due to the wait and the whole two tracking numbers thing, but I just don't love it.Read more",2,320,Negative
"For the love of god do not buy this!!! Thought it was great at first since it didn't add any size to the phone given that it sticks to the face. Well, at least its supposed to. Lasted three days and came of the phone and now can't do anything with it since the adhesive no longer holds. 25 for this piece of junk! What was I thinking",1,68,Negative
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
Got this on sale for 100! Replaces my 500 cds! Must buy as long as you have Prime!,5,18,Positive
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
"While I've purchased items from Amazon for years, I rarely write reviews. I felt compelled to write one because, although there are only a few reviews at this point, I have never seen such a good product get such bad reviews. I'm hoping as more people purchase these, the star rating will be more accurate of the product itself. I'll address the three biggest complaints I've read from others:Sound Quality: I think these headphones sound great. I've never owned an expensive pair so I'm not able to compare them to higher-end offerings, but I've owned dozens of cheap and mid-range headphones in the 15-50 range. I'm not an audiophile or a musician so if I'm missing something that should be coming through, but isn't, I'm fine with my ignorance. I would say they're slightly better than Apple's buds (which I liked very much and used for years, most recently using their redesigned ones for about a year). There's no tinny, listening through a can sound that's all-too-common with headphones in this price range. As far as people saying they don't compare to Apple's buds, well I don't know, maybe they have some crazy exclusive version of Apple's buds that are amazing. But compared to the regular earpods, I think Amazon's headphones actually sound a bit better. They provide a nice, full sound and represent highs, lows and mids equally well (mainly listening to metal).Fit and Feel: Some people have complained about these falling, or feeling like they're going to fall, out of their ears. There's some validity to this, although obviously it depends on your specific ears. I don't feel like they're going to fall out at all, but if I give the cord a tug, they don't stay as secure as my Apple buds.Read more",3,296,Neutral
"I don't know what's wrong with fire tv remotes, but they tend to malfunction after a while. I have no intention of buying another one, when the replacement remote breaks again, I'm done with amazon fire tv and will look for another provider. Unless amazon gives me a free remote",1,50,Negative
"This one really does not have bubble problems, yes because the screen part is actually thinner than side part thus it is actually floating above the screen. While it cause a problem that the touch screen is not as sensitive than in the previous time. Secondly it is really soft actually thus it will be scratched easily by anything near your cellphone such as keys or coins. I would like to say that design is okay, but it is not satisfactory as a screen protector.",2,85,Negative
"I bought these for a couple of reasons.First, I wanted an earbud that was NOT designed as noise cancelling. I hate having to shove headphones into my brain to use them. Apparently, a lot of people are under the assumption that these are supposed to be noise cancelling or something which they are not. They are simple earbuds. I hate not being able to hear what is going on around me and don't feel safe in public using headphones that block everything else out. These are designed just like the old style earbuds that you stick in your ears but they are more comfortable. Maybe I have small ears or something but they could never fall out or dislodge from my ears. They don't cancel the outside noise but they sit in my ears exactly as they are supposed to so the sound travels right into my ears.Second, I really like the magnets and tangle free aspects of the headphones. I use headphones while I work and the magnets allow me to hang the headphones easily when I am finished with them. The flat cord and magnets also mean the headphones never really tangle when you put them in a bag or wherever. Awesome design.Finally, the sound I get out of these seems pretty average. I would compare them to the stock Apple iPhone earbuds or a set of Sony earbuds. Nothing special. They are only 25 and a lot of that is the fact these were just released and that you are paying for the design as far as magnets in the ear buds and the nice flat cable. Don't expect them to perform like 100 headphones because they aren't designed to perform like that. They are just a nice simple set of earbuds that will sound good to most people. The magnets and tangle free cord are awesome and they are really quite comfortable.Read more",5,317,Positive
